genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,combined_text
Alternative,Five Finger Death Punch,Meet the Monster,6qqDeGDkNvcPmumiQUQzAB,42,0.000242,0.565,262853,0.922,0.0,F#,0.112,-4.936,Major,0.117,130.025,4/4,0.393,"artist: five finger death punch, track: meet the monster, genre: alternative"
Rap,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",2LLFl56eIFGFlnrplUC26f,64,0.038,0.728,176675,0.62,0.0,D,0.342,-7.533,Major,0.0434,81.998,4/4,0.885,"artist: rich homie quan, track: flex ooh, ooh, ooh, genre: rap"
Hip-Hop,BONES,Rocks,0MGnu06J9SaD1bBv1jtym1,51,0.229,0.653,137000,0.581,6.28e-06,C#,0.115,-10.909,Minor,0.0695,83.96,4/4,0.116,"artist: bones, track: rocks, genre: hiphop"
Soul,St. Paul & The Broken Bones,Flow with It (You Got Me Feeling Like),2eM4Ew20VXdjBhm6a6Cs9l,59,0.294,0.61,196867,0.752,0.0755,A#,0.116,-5.062,Minor,0.0389,89.995,4/4,0.832,"artist: st paul  the broken bones, track: flow with it you got me feeling like, genre: soul"
Children’s Music,Rainbow Kitten Surprise,Seven,465hVdgg75kPgRdpJfEFFT,61,0.0492,0.641,225413,0.531,0.0,D,0.118,-7.243,Major,0.157,135.564,4/4,0.194,"artist: rainbow kitten surprise, track: seven, genre: childrens music"
Comedy,Mitch Hedberg,Frogs And Bears,2qMKlf1ZnbMUCiju8weGXV,31,0.49,0.406,180000,0.391,0.000277,C#,0.469,-14.742,Major,0.874,55.484,4/4,0.66,"artist: mitch hedberg, track: frogs and bears, genre: comedy"
Rock,Badflower,Promise Me,5TU1cWjUGyVKjSnIIxRSEf,54,0.00462,0.591,229667,0.797,1.3e-06,D,0.137,-4.675,Minor,0.0297,104.014,4/4,0.351,"artist: badflower, track: promise me, genre: rock"
World,Cantoma,Talva Lumi,4BuVLQZthyt3pNZAdSFags,37,0.0937,0.655,268573,0.664,0.498,F,0.14,-9.094,Major,0.0327,109.993,4/4,0.679,"artist: cantoma, track: talva lumi, genre: world"
Opera,Gaetano Donizetti,"Lucia di Lammermoor / Act 1: ""Regnava nel silenzio""",0tfitLOGSXTOXl13uaRRJA,11,0.982,0.247,247933,0.138,0.000208,G,0.255,-18.226,Minor,0.0779,78.005,4/4,0.0393,"artist: gaetano donizetti, track: lucia di lammermoor  act 1: regnava nel silenzio, genre: opera"
Classical,Avantasia,The Scarecrow,0sMkOknNHO935Su1QJEYFm,45,0.0015,0.237,672573,0.871,0.00292,B,0.132,-4.382,Minor,0.0402,93.004,4/4,0.293,"artist: avantasia, track: the scarecrow, genre: classical"
Ska,Less Than Jake,Dopeman,2tCey0QlP8x23tw2wuXkJn,35,0.0367,0.537,126373,0.921,0.0,C,0.0517,-2.977,Major,0.0591,98.029,4/4,0.973,"artist: less than jake, track: dopeman, genre: ska"
Alternative,Five Finger Death Punch,Bad Company,6nULLS7CipGMSzgQDxDpd1,66,0.000595,0.557,262440,0.886,9.84e-05,B,0.0904,-4.196,Minor,0.0498,114.025,4/4,0.17,"artist: five finger death punch, track: bad company, genre: alternative"
Folk,Spoon,Do I Have to Talk You Into It,0EH6BeGSEWtbETiOAYr3sN,53,0.112,0.692,260080,0.9,5.44e-05,C,0.173,-4.273,Major,0.0972,79.038,4/4,0.931,"artist: spoon, track: do i have to talk you into it, genre: folk"
Folk,Robert Palmer,"Bad Case Of Loving You (Doctor, Doctor)",75zVpdjXwmy6SLr2hDnJYo,48,0.00701,0.677,192440,0.748,3.99e-05,E,0.093,-12.328,Major,0.038,146.03,4/4,0.746,"artist: robert palmer, track: bad case of loving you doctor, doctor, genre: folk"
Blues,Joe Bonamassa,Just 'Cos You Can Don't Mean You Should,2NqFYXn1io5bJuQYok0xin,37,0.000388,0.344,400240,0.725,0.0146,B,0.112,-5.368,Minor,0.032,178.788,4/4,0.706,"artist: joe bonamassa, track: just cos you can dont mean you should, genre: blues"
Country,Tim McGraw,Neon Church,4sm4HhZqRsUdWaW4QZdxg0,59,0.0836,0.471,213399,0.791,0.0,C,0.0868,-4.817,Major,0.0506,128.007,4/4,0.355,"artist: tim mcgraw, track: neon church, genre: country"
Indie,Wild Rivers,Call It a Night,7xLYbodWwH8CV7bIhhj2Cj,54,0.587,0.579,247794,0.38,0.0,A,0.107,-7.403,Major,0.0336,144.387,4/4,0.338,"artist: wild rivers, track: call it a night, genre: indie"
World,Dean Evenson,Beyond Time,6V0tzqEwap3BhQaR6j4cu8,26,0.99,0.248,255229,0.0527,0.954,A,0.0853,-22.65,Minor,0.0409,138.673,3/4,0.102,"artist: dean evenson, track: beyond time, genre: world"
World,Park Hyo Shin,Dream,2obWsoOLEOy3Cj0trVf6QG,28,0.923,0.39,299938,0.118,1.9e-06,E,0.107,-15.537,Major,0.0309,140.12,4/4,0.235,"artist: park hyo shin, track: dream, genre: world"
Dance,Niall Horan,Since We're Alone,4WZT0Mi3tD0XrYRkkDlxNN,57,0.322,0.709,242792,0.68,0.0,C#,0.122,-7.954,Major,0.0348,126.961,4/4,0.818,"artist: niall horan, track: since were alone, genre: dance"
World,Aphex Twin,#24,0gZzXPfSknP68aZ5sfyVUH,28,0.941,0.227,341880,0.293,0.965,C#,0.11,-18.071,Major,0.0447,138.386,3/4,0.0337,"artist: aphex twin, track: 24, genre: world"
Pop,Why Don't We,Choose,0bSLDuIIIGla6l9C9DIXqP,64,0.0211,0.663,173053,0.715,2.6e-05,F,0.85,-4.536,Minor,0.07,77.024,4/4,0.607,"artist: why dont we, track: choose, genre: pop"
Rap,Kanye West,FML,30Zcjs7pgEkmJA1lEbGSWT,70,0.313,0.667,236120,0.423,0.0,A,0.193,-7.146,Minor,0.0822,125.116,4/4,0.156,"artist: kanye west, track: fml, genre: rap"
Blues,Bigg Robb,Please Don't Judge Me,6T8PxWj8KVfJtwS1Rl1ojj,28,0.222,0.699,351532,0.502,0.0,C,0.124,-6.976,Major,0.145,142.006,3/4,0.687,"artist: bigg robb, track: please dont judge me, genre: blues"
Reggae,Damian Marley,Affairs Of The Heart,6sqvv9aGQHlOq31v2BSw4R,47,0.318,0.538,239707,0.655,0.0,D,0.152,-7.377,Minor,0.308,113.283,5/4,0.693,"artist: damian marley, track: affairs of the heart, genre: reggae"
Rock,John Prine,Sweet Revenge,3OjQfS3lbILlruNItB3ShG,53,0.613,0.577,161867,0.419,0.0,G,0.361,-11.945,Major,0.0374,163.942,4/4,0.855,"artist: john prine, track: sweet revenge, genre: rock"
Classical,Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: 1. Introitus: Requiem - Live",3V4FF9d8nBWfFR3fJ8uXEp,41,0.977,0.2,271507,0.194,0.869,G,0.362,-18.541,Minor,0.0364,95.47,4/4,0.0634,"artist: wolfgang amadeus mozart, track: requiem in d minor, k 626: 1 introitus: requiem  live, genre: classical"
Movie,Randy Newman,One More Hour - Soundtrack Version,2NB5pDeGD450rMBLZP3DXg,14,0.834,0.0828,167760,0.196,8.19e-06,A#,0.116,-17.521,Major,0.0414,65.489,4/4,0.0805,"artist: randy newman, track: one more hour  soundtrack version, genre: movie"
Folk,Damien Rice,Colour Me In,2FajXgzYMrbQZJ0qLNxhc8,43,0.817,0.48,318023,0.125,0.000109,D#,0.453,-14.061,Major,0.0333,116.391,3/4,0.233,"artist: damien rice, track: colour me in, genre: folk"
Alternative,X,Los Angeles,3hgBGx3ShG9uCiJ3kvh8wm,44,0.0871,0.608,144821,0.791,1.81e-06,G,0.0868,-5.441,Major,0.0306,92.743,4/4,0.722,"artist: x, track: los angeles, genre: alternative"
Rap,Pouya,Stick Out,0jakaHRU7ubOzJTseh6tJu,63,0.0042,0.77,135732,0.853,0.000961,A#,0.0936,-3.849,Minor,0.221,164.037,4/4,0.615,"artist: pouya, track: stick out, genre: rap"
World,UPPERROOM,So Will I,4yWMwD9yilWRisxK3eVmbc,37,0.102,0.378,720266,0.431,4.49e-06,C#,0.0776,-9.339,Major,0.0353,127.847,4/4,0.077,"artist: upperroom, track: so will i, genre: world"
Soundtrack,James Horner,Iris: Pt. 2 - Instrumental,55gn4hDvcrc8pmVWcBTVkR,28,0.927,0.152,204067,0.101,0.9,G#,0.201,-25.083,Minor,0.0429,71.049,3/4,0.033,"artist: james horner, track: iris: pt 2  instrumental, genre: soundtrack"
Ska,Against Me!,Animal,2pFpgpwQpfxNZJyjjhaenr,31,2.04e-05,0.247,200040,0.727,0.399,A#,0.115,-5.269,Major,0.0328,171.205,4/4,0.444,"artist: against me, track: animal, genre: ska"
Blues,Bo Diddley,Mona,0hsNqxXYRk6tnmkCOntnHi,30,0.844,0.479,142427,0.569,0.000196,G#,0.0882,-12.203,Major,0.0341,105.513,4/4,0.886,"artist: bo diddley, track: mona, genre: blues"
Blues,Delbert McClinton,Never Been Rocked Enough,5VX7y2BxOtLdkW1wrwpGdo,22,0.163,0.503,214467,0.657,0.00189,G,0.264,-9.002,Major,0.0661,170.224,4/4,0.749,"artist: delbert mcclinton, track: never been rocked enough, genre: blues"
Soul,Manwolves,Reaper,7I8vIzVk0TYXLivn9ph1Ak,41,0.0304,0.576,212385,0.769,9.49e-05,C,0.0642,-4.276,Major,0.0545,146.026,4/4,0.707,"artist: manwolves, track: reaper, genre: soul"
World,Desperation Band,Amazed,3INyawPiav09c6cetuZ3aK,35,0.491,0.284,288547,0.262,0.0,D,0.253,-9.238,Major,0.0304,148.119,4/4,0.153,"artist: desperation band, track: amazed, genre: world"
Electronic,Hot Chip,Huarache Lights,24OUTJgZif1CA1nemnDgXn,52,0.113,0.715,329169,0.64,0.0418,D,0.0848,-7.168,Major,0.0317,113.507,4/4,0.4,"artist: hot chip, track: huarache lights, genre: electronic"
Anime,Superfly,覚醒,5YLFzFZPhlBlwM9t88tReb,46,0.112,0.537,255373,0.91,5.07e-06,C,0.0922,-4.455,Minor,0.181,108.065,4/4,0.135,"artist: superfly, track: , genre: anime"
Pop,Enrique Iglesias,Tonight (I'm Fuckin' You),3rDFqo8yv93PtTmdOYOPzX,60,0.0283,0.674,231653,0.87,6.3e-06,F,0.145,-4.688,Minor,0.0452,125.943,4/4,0.26,"artist: enrique iglesias, track: tonight im fuckin you, genre: pop"
World,Casting Crowns,Glorious Day (Living He Loved Me) - Live,3u5hInB4xqGDqAMV9E1JbX,27,0.168,0.439,282453,0.72,0.0,B,0.988,-4.619,Major,0.0366,79.032,4/4,0.39,"artist: casting crowns, track: glorious day living he loved me  live, genre: world"
Children’s Music,Dave Rawlings Machine,Ruby,5H4O7l1j2IzYsrUl0YugK6,55,0.41,0.473,294533,0.309,9.83e-06,A,0.143,-10.364,Major,0.0305,120.168,4/4,0.37,"artist: dave rawlings machine, track: ruby, genre: childrens music"
Alternative,Cults,Go Outside,0VnLohgzwLEleLmo19Z8B0,49,0.115,0.374,204400,0.697,0.893,D,0.343,-6.758,Major,0.0331,77.549,4/4,0.493,"artist: cults, track: go outside, genre: alternative"
Rock,Florida Georgia Line,Can’t Hide Red,2h8szyWmfavIbiWm0KWpB0,67,0.0256,0.514,181600,0.864,0.0,E,0.103,-3.246,Minor,0.0502,94.927,4/4,0.471,"artist: florida georgia line, track: cant hide red, genre: rock"
Jazz,Chuck Loeb,Love Is All (feat. Kim Waters),6Yx5LdbbYNqecQz5HDXFqd,29,0.578,0.665,311253,0.645,0.0849,D,0.392,-7.959,Minor,0.0288,143.981,4/4,0.693,"artist: chuck loeb, track: love is all feat kim waters, genre: jazz"
World,Covenant Worship,"More, Holy Spirit - Live",6RhKN5mi7i4NUSnCTkE64E,30,0.468,0.223,581083,0.386,0.0,G,0.927,-9.44,Major,0.0315,72.599,4/4,0.176,"artist: covenant worship, track: more, holy spirit  live, genre: world"
Comedy,Jim Norton,"Clean It off, B---",14nlLpLMhYuZGZiuteCkaN,22,0.787,0.447,148720,0.963,0.0,C,0.874,-4.065,Major,0.938,170.326,3/4,0.134,"artist: jim norton, track: clean it off, b, genre: comedy"
World,Shane & Shane,Psalm 45 (Live),2N5KnMApNzcblJeYStLM0N,50,0.432,0.3,328889,0.365,1.68e-06,E,0.669,-8.368,Major,0.0288,105.831,3/4,0.125,"artist: shane  shane, track: psalm 45 live, genre: world"
Reggae,Slightly Stoopid,Ever Really Wanted,11GaCqVIpJvxXHzvTeFTXM,31,0.0674,0.76,241480,0.666,0.0,E,0.119,-7.258,Major,0.0402,88.096,4/4,0.86,"artist: slightly stoopid, track: ever really wanted, genre: reggae"
Opera,Giacomo Puccini,"Puccini: Madama Butterfly, Act 1: ""Ah! Ah! quanto cielo!...Ancora un passo or via"" (Butterfly, Sharpless, Chorus)",01Gfd9dL7tNz3a125MrmSk,14,0.967,0.198,180293,0.283,0.639,F#,0.172,-12.662,Major,0.0353,77.027,4/4,0.0664,"artist: giacomo puccini, track: puccini: madama butterfly, act 1: ah ah quanto cieloancora un passo or via butterfly, sharpless, chorus, genre: opera"
Electronic,Nicola Cruz,Folha de Jurema,2RcrkBWCOWaX67jVDLgJr6,50,0.718,0.647,263689,0.397,0.0648,G,0.0974,-13.234,Major,0.0816,179.868,4/4,0.179,"artist: nicola cruz, track: folha de jurema, genre: electronic"
Electronic,Minnesota,Subterranean,0GwwMRnIuHV7h5qCXLEZIg,35,0.0497,0.669,190119,0.793,4.86e-05,F,0.142,-6.898,Major,0.153,127.994,4/4,0.439,"artist: minnesota, track: subterranean, genre: electronic"
World,"Phillips, Craig & Dean",You Are My King (Amazing Love),7iVZYV4h12TVHQpxJxCLmN,38,0.391,0.486,316464,0.611,0.000771,F#,0.142,-7.847,Major,0.0327,136.263,4/4,0.265,"artist: phillips, craig  dean, track: you are my king amazing love, genre: world"
Comedy,Eugene Mirman,"Dog, Dreams Predict The Future, My Own Culture, Jewish",4mFz8IFS0rVqQ0AhRBHw3W,29,0.889,0.561,207667,0.399,0.0,C,0.763,-14.214,Major,0.947,82.266,5/4,0.662,"artist: eugene mirman, track: dog, dreams predict the future, my own culture, jewish, genre: comedy"
Classical,Wolfgang Amadeus Mozart,"Clarinet Concerto in A Major, K.622: Clarinet Concerto in A Major, K.622: II. Adagio",2yAFbawg9JrMfti7InlUzS,38,0.987,0.173,463000,0.0154,0.753,D,0.088,-25.193,Major,0.0459,131.12,5/4,0.0734,"artist: wolfgang amadeus mozart, track: clarinet concerto in a major, k622: clarinet concerto in a major, k622: ii adagio, genre: classical"
Jazz,Charlie Haden,Take My Hand Precious Lord,2F1gWgahVWvH3G15jealYa,34,0.967,0.496,262880,0.0156,0.956,F,0.124,-28.544,Major,0.051,121.267,3/4,0.129,"artist: charlie haden, track: take my hand precious lord, genre: jazz"
Jazz,B.B. King,The Thrill Is Gone,4NQfrmGs9iQXVQI9IpRhjM,54,0.344,0.547,324733,0.46,0.442,B,0.0983,-8.759,Minor,0.0256,90.768,4/4,0.543,"artist: bb king, track: the thrill is gone, genre: jazz"
Blues,Kenne' Wayne,Party On Da Weekend,1SttEKi3Veo1mzlNKpms7m,20,0.182,0.884,214707,0.534,0.00128,A,0.269,-9.658,Minor,0.094,105.021,4/4,0.849,"artist: kenne wayne, track: party on da weekend, genre: blues"
Folk,Imogen Heap,Headlock,7vTENp2sLS3sPY5z4npYNr,42,0.8,0.805,215481,0.371,0.0,G,0.12,-10.721,Minor,0.0352,119.974,4/4,0.808,"artist: imogen heap, track: headlock, genre: folk"
Soul,EXES,Grey,20wTT44H4JwXZb1iGw4lgZ,52,0.337,0.582,235636,0.474,0.000352,G,0.159,-9.653,Minor,0.0347,109.902,4/4,0.12,"artist: exes, track: grey, genre: soul"
Soundtrack,Dario Marianelli,She Is Of The Heavens,38uDkHVAXtK3BQIsgSiXgb,25,0.819,0.459,120213,0.309,0.349,C,0.114,-16.702,Minor,0.051,150.529,3/4,0.533,"artist: dario marianelli, track: she is of the heavens, genre: soundtrack"
Jazz,Stan Getz,Ballad,0uLojEpJu5d0TFDz7FOPjm,35,0.986,0.394,346160,0.0755,0.845,G,0.165,-17.782,Major,0.035,65.409,4/4,0.208,"artist: stan getz, track: ballad, genre: jazz"
Soul,Rag'n'Bone Man,As You Are,5oWSIIJyMb0xAtAUcGJmy1,58,0.0386,0.623,228520,0.797,0.000268,G#,0.133,-4.887,Major,0.264,164.006,4/4,0.373,"artist: ragnbone man, track: as you are, genre: soul"
Children’s Music,Ozzy Osbourne,I Don't Wanna Stop,5axOkQnmQmwtjr4bv1Xt7i,56,0.000963,0.578,239827,0.937,2.25e-06,F,0.4,-3.926,Major,0.0724,137.937,4/4,0.769,"artist: ozzy osbourne, track: i dont wanna stop, genre: childrens music"
Comedy,Mitch Hedberg,Dry Clean Only,1PS5ZP4dtDxC5FEhwALjat,31,0.251,0.4,87333,0.494,0.000406,F#,0.542,-13.514,Minor,0.722,73.118,4/4,0.736,"artist: mitch hedberg, track: dry clean only, genre: comedy"
Folk,Crywank,Leech Boy,3wrzt4OwvNjBDzClnqrBdG,40,0.902,0.723,245133,0.304,3.51e-06,G,0.11,-14.893,Major,0.194,115.208,4/4,0.376,"artist: crywank, track: leech boy, genre: folk"
Reggae,311,Lucky,5cTf1Z2goLSZLznE9yMemW,30,0.0275,0.684,170173,0.879,0.0,G,0.0591,-8.708,Major,0.0637,92.43,4/4,0.822,"artist: 311, track: lucky, genre: reggae"
Soul,RY X,YaYaYa,08GxTIp0Ohhl3OJqX3SlYT,59,0.734,0.482,229533,0.279,0.0551,C#,0.106,-15.37,Minor,0.0283,92.586,3/4,0.101,"artist: ry x, track: yayaya, genre: soul"
Rock,Sufjan Stevens,Death with Dignity,4fpEuKIzTLmMJnYwFU0oqr,63,0.986,0.51,239508,0.16,0.017,E,0.113,-21.03,Major,0.0395,170.063,4/4,0.383,"artist: sufjan stevens, track: death with dignity, genre: rock"
Reggae,Slightly Stoopid,Marijuana (feat. Don Carlos),1QE7Xkz23mRWmBxvLJKNnw,33,0.0453,0.585,213493,0.763,0.000153,C#,0.353,-6.132,Minor,0.152,167.693,4/4,0.881,"artist: slightly stoopid, track: marijuana feat don carlos, genre: reggae"
Dance,Sonic Youth,Incinerate,0lDoG5fQ9cmpvpenwR7Jln,48,0.096,0.52,295813,0.858,0.588,G#,0.14,-7.914,Major,0.0358,76.761,4/4,0.444,"artist: sonic youth, track: incinerate, genre: dance"
Jazz,Thievery Corporation,Samba Tranquille,3G5RiJw1R4zgfxDUdKUykk,33,0.318,0.628,186493,0.569,0.921,A,0.0877,-9.808,Minor,0.0762,197.955,4/4,0.485,"artist: thievery corporation, track: samba tranquille, genre: jazz"
Opera,Richard Wagner,"Parsifal, WWV 111: Act I: Prelude",2B1FJT8SX96Iy4KRxmiKSf,9,0.979,0.102,736426,0.02,0.92,G#,0.167,-26.28,Major,0.0432,81.675,4/4,0.0295,"artist: richard wagner, track: parsifal, wwv 111: act i: prelude, genre: opera"
Rock,Vance Joy,I'm With You - Single Edit,43RRT2lNaEGaVfGVySLDFb,59,0.0786,0.584,221138,0.677,0.0,G,0.105,-4.336,Major,0.0297,119.006,3/4,0.113,"artist: vance joy, track: im with you  single edit, genre: rock"
Alternative,My Darkest Days,Casual Sex,4akbPW1whJ6VDvXYeTA3vX,52,0.0108,0.669,193573,0.916,0.0,B,0.652,-4.228,Minor,0.0488,116.06,4/4,0.862,"artist: my darkest days, track: casual sex, genre: alternative"
Anime,SEKAI NO OWARI,Fantasy,7C1i1QoVQ3PIhQctpbXZSW,17,0.0391,0.595,224053,0.902,0.0,C,0.104,-3.656,Major,0.0785,180.003,4/4,0.958,"artist: sekai no owari, track: fantasy, genre: anime"
Jazz,Count Basie,Basie Is Back in Town,1cfXsvLy6VcLUa1gmUCPrj,37,0.715,0.416,198457,0.604,0.801,C,0.083,-9.593,Minor,0.213,204.929,3/4,0.711,"artist: count basie, track: basie is back in town, genre: jazz"
Rap,Mos Def,UMI Says,5Ru9OjtEw5htfnVKpYsIcv,55,0.305,0.72,305280,0.67,0.0,D,0.0928,-10.224,Major,0.132,121.342,4/4,0.566,"artist: mos def, track: umi says, genre: rap"
Alternative,Sidewalk Prophets,Prodigal,041qpPpNFBg7UFvQFD1G9R,42,0.000831,0.562,206402,0.868,0.0,C,0.106,-4.189,Major,0.0473,122.023,4/4,0.476,"artist: sidewalk prophets, track: prodigal, genre: alternative"
World,Hillsong UNITED,Desperate People,2OXUpy1nQXZxcF1s5YmHp5,25,0.00328,0.316,329667,0.823,0.0,A,0.266,-4.628,Minor,0.0313,179.804,4/4,0.28,"artist: hillsong united, track: desperate people, genre: world"
R&B,The Japanese House,somethingfartoogoodtofeel,45THgkOUR50MWqw6I6F3lq,52,0.617,0.211,265897,0.407,0.00284,D,0.0937,-11.223,Major,0.0446,179.915,3/4,0.254,"artist: the japanese house, track: somethingfartoogoodtofeel, genre: rb"
Movie,Generation B.O.,"Bouge (B.O. ""Bouge"")",6ErmUcQKJb0pDjqkn9WEYN,6,0.188,0.723,202800,0.917,0.0,C,0.349,-3.07,Minor,0.0336,105.058,4/4,0.855,"artist: generation bo, track: bouge bo bouge, genre: movie"
Reggaeton,Cardenales Del Exito,Son Mis Deseos,3VynRGY9V6IFH8J4VobLEU,26,0.608,0.77,206293,0.759,0.0,C,0.0834,-8.032,Minor,0.0397,102.019,3/4,0.836,"artist: cardenales del exito, track: son mis deseos, genre: reggaeton"
Children’s Music,AViVA,GRRRLS,1DkX0AcEDzuFeh4TEAl143,66,0.0351,0.549,228904,0.656,1.19e-06,D#,0.129,-6.515,Major,0.0438,180.043,4/4,0.594,"artist: aviva, track: grrrls, genre: childrens music"
Rap,Casanova,Like Me,3NX4K0YBlRVahDXcvjXYVU,48,0.00603,0.527,221067,0.885,0.0,C,0.232,-4.39,Major,0.116,133.304,5/4,0.498,"artist: casanova, track: like me, genre: rap"
Pop,Future,Wicked,6BbINUfGabVyiNFJpQXn3x,63,0.00191,0.718,173347,0.679,0.0104,B,0.385,-5.899,Minor,0.0706,157.97,4/4,0.205,"artist: future, track: wicked, genre: pop"
Opera,Ian Bostridge,"Nachtstück, D. 672",4NGBY9QKN1DPakxC4KWkhh,8,0.985,0.273,328453,0.0413,5.89e-05,C,0.0865,-23.291,Minor,0.0587,84.532,4/4,0.0377,"artist: ian bostridge, track: nachtstck, d 672, genre: opera"
Movie,Daniel Lavoie,Où est-elle ?,42xVhtD8BkG9KnE9gB5nc0,22,0.836,0.364,159267,0.266,5.83e-05,F,0.117,-12.156,Minor,0.0347,130.048,3/4,0.253,"artist: daniel lavoie, track: o estelle , genre: movie"
Jazz,Michelle Simonal,Endless Love,4jpj1OH3Yh3UJDuQQSPcmU,50,0.566,0.772,173044,0.422,0.000874,G,0.129,-13.698,Major,0.0349,132.053,4/4,0.878,"artist: michelle simonal, track: endless love, genre: jazz"
Movie,Henri Salvador,Avec La Bouche 'Bye Bye Blues' - Remastered,1ZV5KAFPCKeBmRMg7JWzhk,3,0.0782,0.508,151973,0.587,0.0664,C,0.288,-8.576,Major,0.208,80.459,4/4,0.675,"artist: henri salvador, track: avec la bouche bye bye blues  remastered, genre: movie"
Ska,The Aggrolites,Time To Get Tough,66x79a08HgjHjMMujxeoED,34,0.176,0.628,143653,0.75,0.0566,F#,0.0915,-7.452,Major,0.0517,148.871,4/4,0.795,"artist: the aggrolites, track: time to get tough, genre: ska"
World,Hillsong Worship,Thank You Jesus - Alternate Version/Live,75s5odhQae18P1uKooIp7Y,29,0.0158,0.424,334680,0.456,0.0,F,0.0872,-6.356,Major,0.0271,157.932,4/4,0.134,"artist: hillsong worship, track: thank you jesus  alternate versionlive, genre: world"
Country,Curtis Grimes,Put My Money on That,5QKq61EMhWd6e6Gnt1j1tI,37,0.211,0.66,185973,0.828,1.57e-06,C,0.11,-4.531,Minor,0.0331,102.044,4/4,0.553,"artist: curtis grimes, track: put my money on that, genre: country"
R&B,Mariah Carey,The Distance (feat. Ty Dolla $ign),5TBvzAlyJ3CHlq7wMqpLhW,58,0.07,0.701,207587,0.691,0.0,A,0.844,-5.937,Major,0.0808,131.843,4/4,0.587,"artist: mariah carey, track: the distance feat ty dolla ign, genre: rb"
Folk,Linda Ronstadt,Blue Bayou,3zxklD2EGecZre9MjEEvIU,64,0.739,0.732,239400,0.161,0.000379,B,0.105,-12.817,Major,0.0306,95.21,4/4,0.5,"artist: linda ronstadt, track: blue bayou, genre: folk"
Pop,NEEDTOBREATHE,Forever On Your Side (with JOHNNYSWIM),598Dy3TgV1SQulwjPOM0Z2,61,0.227,0.511,294200,0.8,0.000345,A#,0.112,-4.759,Major,0.0622,114.042,4/4,0.531,"artist: needtobreathe, track: forever on your side with johnnyswim, genre: pop"
Rock,Bruce Springsteen,I'm on Fire,3PzsbWSQdLCKDLxn7YZfkM,72,0.589,0.62,155880,0.446,0.0299,C#,0.0727,-14.451,Minor,0.0347,88.591,4/4,0.868,"artist: bruce springsteen, track: im on fire, genre: rock"
Opera,Ruggero Leoncavallo,Mattinata spring awaking,6vnEdgU8Y8voP46U6YYTJS,8,0.967,0.216,129440,0.486,5.63e-05,E,0.0931,-8.735,Major,0.0393,91.358,4/4,0.189,"artist: ruggero leoncavallo, track: mattinata spring awaking, genre: opera"
Opera,Giuseppe Verdi,Messa da Requiem: II. Dies irae,4fetrfwhOYiFYAB94eRkKV,21,0.877,0.267,140467,0.347,0.84,F,0.0704,-15.015,Minor,0.0427,80.323,4/4,0.0776,"artist: giuseppe verdi, track: messa da requiem: ii dies irae, genre: opera"
Electronic,Getter,"Beware, the Sirens",1k31A67B0r2PDytoPR283x,49,0.0116,0.721,141972,0.899,2.51e-05,A#,0.126,-4.07,Minor,0.057,142.018,4/4,0.0385,"artist: getter, track: beware, the sirens, genre: electronic"
Pop,Meek Mill,Dangerous (feat. Jeremih and PnB Rock),1lL7Sj9AitQT7YWXs6obEq,74,0.0581,0.763,234589,0.441,0.0,C,0.0458,-8.211,Major,0.256,86.093,4/4,0.538,"artist: meek mill, track: dangerous feat jeremih and pnb rock, genre: pop"
Reggaeton,Pasabordo,Dile A Tu Marido,4m3UoRMROqbFIY3Gm0AUsv,50,0.301,0.79,218320,0.725,0.0,G,0.132,-7.805,Major,0.0765,96.024,4/4,0.596,"artist: pasabordo, track: dile a tu marido, genre: reggaeton"
Hip-Hop,Tech N9ne,He's A Mental Giant,6RxBOcVOB3xzowxDBzTCVd,51,0.0208,0.603,234147,0.944,0.0,A,0.384,-4.086,Major,0.389,168.084,4/4,0.674,"artist: tech n9ne, track: hes a mental giant, genre: hiphop"
Comedy,Ryan Stout,Done,0tpTaYJSQkGIIYJ8ZgYL75,12,0.792,0.577,86667,0.861,2.62e-05,C#,0.78,-11.039,Minor,0.893,88.156,1/4,0.258,"artist: ryan stout, track: done, genre: comedy"
